school,subject,course,ID,"Disciplinary
Belonging.Score.pre","Disciplinary
Belonging.Score.Range.pre","Disciplinary
Belonging.Score.SD.pre",Community_1.pre,Community_2.pre,Community_3.pre,"Disciplinary
Belonging.Score.post","Disciplinary
Belonging.Score.Range.post","Disciplinary
Belonging.Score.SD.post",Community_1.post,Community_2.post,Community_3.post,"Disciplinary
Belonging.Score.diff",Self-Efficacy.Score.pre,Self-Efficacy.Score.Range.pre,Self-Efficacy.Score.SD.pre,Efficacy_1.pre,Efficacy_2.pre,Efficacy_3.pre,Efficacy_4.pre,Efficacy_5.pre,Self-Efficacy.Score.post,Self-Efficacy.Score.Range.post,Self-Efficacy.Score.SD.post,Efficacy_1.post,Efficacy_2.post,Efficacy_3.post,Efficacy_4.post,Efficacy_5.post,Self-Efficacy.Score.diff,"Social
Belonging.Score.mid","Social
Belonging.Score.Range.mid","Social
Belonging.Score.SD.mid",SocialBelongingMid_1.mid,SocialBelongingMid_2.mid,SocialBelongingMid_3.mid,SocialBelongingMid_4.mid,SocialBelongingMid_5.mid,SocialBelongingMid_6.mid,SocialBelongingMid_7.mid,SocialBelongingMid_8.mid,SocialBelongingMid_9.mid,SocialBelongingMid_10.mid,"Course
Climate.Score.mid","Course
Climate.Score.Range.mid","Course
Climate.Score.SD.mid",Climate1Mid_1.mid,Climate1Mid_2.mid,Climate1Mid_3.mid,Climate1Mid_4.mid,Climate1Mid_5.mid,Climate1Mid_6.mid,Climate1Mid_7.mid,Climate1Mid_8.mid,Climate1Mid_9.mid,Climate2Mid_1.mid,Climate2Mid_2.mid,Climate2Mid_3.mid,Climate2Mid_4.mid,Climate2Mid_5.mid,Climate2Mid_6.mid,Climate2Mid_7.mid,Climate2Mid_8.mid,Climate2Mid_9.mid,Climate3Mid_1.mid,Climate3Mid_2.mid,Climate3Mid_3.mid,Climate3Mid_4.mid,Climate3Mid_5.mid,Climate3Mid_6.mid,Climate3Mid_7.mid,Climate3Mid_8.mid,Major,Major_9_TEXT,CourseInfluMaj_1,DiscPicture.pre,DiscPicture.post,survey,BarriersClosed1_1,BarriersClosed1_2,BarriersClosed1_3,BarriersClosed1_4,BarriersClosed1_5,BarriersClosed1_6,BarriersClosed2_7,BarriersClosed2_8,BarriersClosed2_9,BarriersClosed2_10,BarriersClosed2_11,BarriersClosed2_12,IndigenousIdentity,TwoSpirit,GeographicOrigin,RaceIdentity,RaceIdentity_10_TEXT,Racialization,ParentEducation,GenderIdentity,GenderIdentity_5_TEXT,TransIdentity,TransIdentity_4_TEXT,SexualIdentity,SexualIdentity_7_TEXT,LanguagesSchool,LanguagesSchool_18_TEXT,LanguagesHome,LanguagesHome_18_TEXT,WhenCanada,DisabilitySpecific,DisabilitySpecific_9_TEXT,DisabilityImpacts1,DisabilityImpacts1_6_TEXT,DisabilityImpacts2,DisabilityImpacts2_13_TEXT,PaidWork_5,Enrichment_1,Commuting_1,PersonalCommitments_1,NonExam,TermExam,FinalExam,TotalGrade,WeightedExam,Other,section
YorkU,Chemistry,CHEM 1000,6994b519da5e780e,3.6666666666666665,2,1.1547005383792515,3,5,3,2.6666666666666665,1,0.5773502691896258,3,2,3,-1,3.2,4,1.6431676725154984,3,6,2,2,3,4,4,2,2,6,6,4,2,0.7999999999999998,2.3,4,1.636391694484477,5,1,3,1,5,2,1,1,3,1,4.153846153846154,4,1.3473620951268501,5,4,2,6,5,4,6,6,4,5,2,4,3,5,2,5,4,3,4,6,4,6,2,3,5,3,"biological sciences (e.g. biochemistry, biology, biotechnology, botany, ecology, evolution, molecular biology, neuroscience, physiology),other (e.g. social sciences, humanities, business)",Neuropsychology,0,"I picture a person who is dedicated, spends most of their time working, and doing research. They are naturally intelligent and well-spoken as well as great writers. It is a person who works hard and mostly only cares about science.","I picture people who are interested in and passionate about chemistry. They are dedicated, skeptical, curious and rigorous when it comes to research. They are also people who can see themselves working long hours in Labs.",3,6,0,7,6,1,4,2,9,7,1,0,2,No,NA,NA,"Latino (examples: Latin American, Hispanic descent)",NA,Yes,At least one of my parents/guardians has completed a university degree,Woman,NA,No,NA,Heterosexual/Straight,NA,"English,French,Spanish",NA,Spanish,NA,Grade 8,I don't have a disability or ongoing medical condition,NA,NA,NA,NA,NA,10,20,16,8,68.26267499999999,32.75,49.32,63.351915,39.510285714285715,NA,
YorkU,Chemistry,CHEM 1000,6aaa3dec2bac0c3b,6,0,0,6,6,6,4.333333333333333,1,0.5773502691896258,4,4,5,-1.666666666666667,5.6,1,0.5477225575051662,5,6,6,5,6,7,0,0,7,7,7,7,7,1.4000000000000004,3.8,5,1.9888578520235063,6,5,5,2,2,2,6,6,3,1,5.576923076923077,4,0.94543437310378875,6,5,6,7,6,6,6,6,6,6,3,7,6,4,5,6,6,5,4,6,5,6,4,6,6,6,"biological sciences (e.g. biochemistry, biology, biotechnology, botany, ecology, evolution, molecular biology, neuroscience, physiology)",NA,0,I imagine post-graduate researchers across the globe who share findings and collaborate to advance our understanding of chemistry.,An individual who is trying to pursue a degree in chemistry or finds an interest within the study as a whole,3,3,3,2,1,1,2,5,5,5,5,3,5,No,NA,NA,"South Asian (examples: East Indian, Pakistani, Bangladeshi, Sri Lankan, Indo-Caribbean descent)",NA,Yes,At least one of my parents/guardians has completed a university degree,Man,NA,No,NA,Heterosexual/Straight,NA,"English,Punjabi",NA,"English,Punjabi",NA,Kindergarten or earlier,I don't have a disability or ongoing medical condition,NA,NA,NA,NA,NA,4,2,13,20,76.00026666666668,51.709,72.3,82.57408,58.66685714285714,NA,
YorkU,Chemistry,CHEM 1000,6acb624d8e7f0352,6.666666666666667,1,0.5773502691896258,6,7,7,NA,NA,NA,NA,NA,NA,NA,7,0,0,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,People who are interested in chemistry and do researches about it and make progress.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prefer not to answer,NA,NA,"Middle Eastern / West Asian (examples: Arab, Persian, Egyptian, Iranian, Turkish)",NA,No,At least one of my parents/guardians has completed a university degree,Woman,NA,No,NA,Heterosexual/Straight,NA,"English,Persian / Farsi",NA,Persian / Farsi,NA,University or equivalent,I don't have a disability or ongoing medical condition,NA,NA,NA,NA,NA,NA,10,2,1,65.53998333333334,51.208999999999996,66.22,77.91637,57.41428571428571,NA,
YorkU,Chemistry,CHEM 1000,6b3f236b6b866fcc,5.666666666666667,4,2.309401076758503,3,7,7,6.333333333333333,1,0.5773502691896258,6,7,6,0.6666666666666661,5.8,1,0.44721359549995793,6,6,5,6,6,5.6,1,0.5477225575051662,6,6,5,5,6,-0.20000000000000018,2.6,5,2.1705094128132942,6,1,5,1,2,1,2,6,1,1,6.576923076923077,1,0.503831473655779,7,7,7,7,7,7,7,6,7,6,6,7,7,6,7,6,7,7,6,6,6,7,6,7,6,6,undecided,NA,1,"Someone who pursues chemistry, stereotypically a white male of higher class, though there is more diversity nowadays where I can see anyone becoming a person in this community. Someone who is passionate, driven, looking for opportunities to prove their knowledge in chemistry and grow their understanding of the topic.","Someone interested in doing research on some subject in chemistry, who excels in the subject or is willing to learn about the subject.",3,6,7,8,2,0,1,7,3,1,8,7,1,No,NA,NA,"South Asian (examples: East Indian, Pakistani, Bangladeshi, Sri Lankan, Indo-Caribbean descent)",NA,I am not certain,"My parent(s)/guardian(s) have not completed a university degree, but may hold a high school diploma, college-level certificate/diploma, or an incomplete college or university degree",Woman,NA,No,NA,Questioning/Unsure,NA,"English,Not listed. Please specify (optional):",Tamil,Not listed. Please specify (optional):,Tamil,Kindergarten or earlier,"Chronic health condition (e.g., Crohn’s, HIV, etc.)",NA,"My accessibility and support need(s) at school,Other impact(s). Please specify (optional):","Long distance to walk, hard to find bathrooms","Energy and fatigue,Walking distances",NA,NA,5,14,5,75.73346666666667,69.334,98.65,98.64904,77.50042857142857,NA,
YorkU,Chemistry,CHEM 1000,6b47edc048845497,4.333333333333333,1,0.5773502691896258,4,4,5,4,2,1,3,4,5,-0.33333333333333304,4.8,2,0.8366600265340756,5,4,5,6,4,4.2,2,0.8366600265340756,3,5,4,4,5,-0.5999999999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,environmental sciences and/or conservation,NA,2,"whoever loves chemistry and has a degree in it
",NA,3,4,6,4,6,7,4,6,5,6,5,6,6,No,NA,NA,"Middle Eastern / West Asian (examples: Arab, Persian, Egyptian, Iranian, Turkish)",NA,Yes,At least one of my parents/guardians has completed a university degree,Woman,NA,No,NA,Heterosexual/Straight,NA,"English,Persian / Farsi",NA,Persian / Farsi,NA,Grade 12,I don't have a disability or ongoing medical condition,NA,NA,NA,NA,NA,25,30,27,20,66.10766666666667,52.375,65.88,74.4888,55.263999999999996,NA,
YorkU,Chemistry,CHEM 1000,6d8b3c37da5550b2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,3,1.2516655570345725,5,5,3,5,5,2,4,2,3,3,6.115384615384615,6,1.6571523304011149,7,7,4,7,7,1,4,7,7,7,7,7,7,7,7,7,7,7,7,6,7,4,4,7,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,"Middle Eastern / West Asian (examples: Arab, Persian, Egyptian, Iranian, Turkish)",NA,No,"My parent(s)/guardian(s) have not completed a university degree, but may hold a high school diploma, college-level certificate/diploma, or an incomplete college or university degree",Woman,NA,No,NA,Heterosexual/Straight,NA,"English,French,Persian / Farsi,Not listed. Please specify (optional):",Turkish,"Persian / Farsi,Not listed. Please specify (optional):",Turkish,Grade 12,"Mental health condition (e.g., depression, anxiety, etc.)",NA,None of the above,NA,"Concentrating, learning, and/or remembering,Emotional, mental, or psychological health/wellbeing,Executive functioning (i.e., planning, focussing, prioritizing tasks, managing time, etc.)",NA,0,1,5,15,NA,NA,NA,NA,NA,NA,NA
YorkU,Chemistry,CHEM 1000,706efe970bae2f9c,NA,NA,NA,NA,NA,NA,4,2,1,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"biological sciences (e.g. biochemistry, biology, biotechnology, botany, ecology, evolution, molecular biology, neuroscience, physiology)",NA,-3,NA,smart,3,9,10,10,8,3,7,2,2,8,4,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.40013333333333,36.166000000000004,NA,47.066039999999994,NA,NA,
YorkU,Chemistry,CHEM 1000,713476d04b653724,6,0,0,6,6,6,7,0,0,7,7,7,1,7,0,0,7,7,7,7,7,7,0,0,7,7,7,7,7,0,1.6,4,1.3498971154211057,5,1,1,1,1,1,3,1,1,1,6.076923076923077,2,0.6275716324421889,6,6,6,7,7,6,6,7,6,6,7,6,6,5,5,7,6,6,6,6,5,6,6,6,7,5,"biological sciences (e.g. biochemistry, biology, biotechnology, botany, ecology, evolution, molecular biology, neuroscience, physiology),chemistry,other (e.g. social sciences, humanities, business),undecided",Technically I am currently in music but intend on switching to science,-3,Professional academic type people working in a variety of sectors,"Some traits I imagine people in the chemistry community have are being professional, Diligent, intelligent, and curious.",3,2,1,6,0,0,2,8,0,4,6,1,7,No,NA,NA,"White (examples: European descent including German, Scottish, etc.)",NA,Prefer not to answer,At least one of my parents/guardians has completed a university degree,Man,NA,No,NA,Heterosexual/Straight,NA,English,NA,English,NA,Kindergarten or earlier,I don't have a disability or ongoing medical condition,NA,NA,NA,NA,NA,0,12,3,0,75.46891666666667,NA,95.27,97.13459,NA,NA,
YorkU,Chemistry,CHEM 1000,765affb2eb80c9d8,4.666666666666667,4,2.0816659994661326,7,3,4,NA,NA,NA,NA,NA,NA,NA,4.2,1,0.44721359549995787,4,5,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I think of people who enjoy a perfect mix of math and biology,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,"Middle Eastern / West Asian (examples: Arab, Persian, Egyptian, Iranian, Turkish)",NA,Yes,At least one of my parents/guardians has completed a university degree,Woman,NA,No,NA,Heterosexual/Straight,NA,"Arabic,English",NA,Arabic,NA,Kindergarten or earlier,I don't have a disability or ongoing medical condition,NA,NA,NA,NA,NA,9,1,9,32,50.72668333333334,23.584,41.89,46.09463,29.186714285714288,NA,
YorkU,Chemistry,CHEM 1000,77a6fc99cf735553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,5,1.3984117975602022,2,2,2,2,2,2,6,1,2,1,5.961538461538462,3,0.7200427337745576,6,4,6,6,6,7,7,6,6,6,6,5,7,6,5,6,7,6,6,5,6,6,6,7,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,"White (examples: European descent including German, Scottish, etc.)",NA,No,At least one of my parents/guardians has completed a university degree,Woman,NA,No,NA,Heterosexual/Straight,NA,English,NA,English,NA,Kindergarten or earlier,"Mental health condition (e.g., depression, anxiety, etc.)",NA,None of the above,NA,"Concentrating, learning, and/or remembering,Emotional, mental, or psychological health/wellbeing,Energy and fatigue,Executive functioning (i.e., planning, focussing, prioritizing tasks, managing time, etc.),Seeing",NA,0,10,20,10,66.44149999999999,NA,71.96,74.09335999999999,NA,NA,
YorkU,Chemistry,CHEM 1000,793416607883b1fc,4,2,1,3,4,5,NA,NA,NA,NA,NA,NA,NA,6,0,0,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A person who loves the idea of chemistry and likes to work in it,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,"Middle Eastern / West Asian (examples: Arab, Persian, Egyptian, Iranian, Turkish)",NA,Yes,At least one of my parents/guardians has completed a university degree,Woman,NA,No,NA,Prefer not to answer,NA,Arabic,NA,Arabic,NA,University or equivalent,I don't have a disability or ongoing medical condition,NA,NA,NA,NA,NA,NA,3,15,NA,55.59154166666667,30.25,25.68,48.680054999999996,30.989714285714285,NA,
YorkU,Chemistry,CHEM 1000,7a2b41abb900d187,5.333333333333333,2,1.1547005383792517,6,4,6,NA,NA,NA,NA,NA,NA,NA,4.2,1,0.44721359549995793,4,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Smart and disciplined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,"Black (examples: African, Afro-Caribbean, African-Canadian descent),White (examples: European descent including German, Scottish, etc.)",NA,Yes,"My parent(s)/guardian(s) have not completed a university degree, but may hold a high school diploma, college-level certificate/diploma, or an incomplete college or university degree",Woman,NA,No,NA,Lesbian,NA,English,NA,English,NA,Kindergarten or earlier,"Mental health condition (e.g., depression, anxiety, etc.)",NA,How included I feel in a class,NA,"Concentrating, learning, and/or remembering,Emotional, mental, or psychological health/wellbeing,Energy and fatigue",NA,0,20,8,15,67.45655833333332,45.959,56.76,70.723105,49.862,NA,
YorkU,Chemistry,CHEM 1000,7ae71c08e6fbeafb,3.3333333333333335,1,0.5773502691896258,3,3,4,3.3333333333333335,5,2.5166114784235836,3,1,6,0,2.6,4,1.816590212458495,1,5,1,4,2,1.6,3,1.3416407864998738,1,4,1,1,1,-1,1.7,3,1.1595018087284057,3,1,1,1,1,1,1,1,3,4,5.1923076923076925,4,0.9805806756909202,6,6,5,7,6,5,6,6,6,6,4,4,5,5,4,6,3,5,5,6,4,4,4,6,6,5,"other (e.g. social sciences, humanities, business)",Global Health,2,I genuinely think of cis-white males in chemistry due to the lack of POC and women representation in our textbooks and learning.,"A smart person who enjoys math, physics, and problem-solving",3,7,4,5,5,6,6,6,6,6,5,6,6,No,NA,NA,"South Asian (examples: East Indian, Pakistani, Bangladeshi, Sri Lankan, Indo-Caribbean descent)",NA,Yes,"My parent(s)/guardian(s) have not completed a university degree, but may hold a high school diploma, college-level certificate/diploma, or an incomplete college or university degree",Woman,NA,No,NA,"Asexual,Heterosexual/Straight",NA,"English,Punjabi",NA,Punjabi,NA,Kindergarten or earlier,I don't have a disability or ongoing medical condition,NA,NA,NA,NA,NA,0,2,28,0,69.367025,24.084000000000003,42.57,55.551745000000004,30.96214285714286,NA,
YorkU,Chemistry,CHEM 1000,7b201471be7ef1fe,4.333333333333333,3,1.5275252316519465,3,6,4,5.333333333333333,2,1.1547005383792517,4,6,6,1,6.4,1,0.5477225575051662,6,6,7,7,6,7,0,0,7,7,7,7,7,0.5999999999999996,2.2,4,1.2292725943057183,1,1,2,1,2,3,2,5,2,3,4.961538461538462,4,1.215920037856741,6,3,3,4,5,4,5,5,4,5,6,6,5,6,6,5,4,6,7,6,5,4,3,3,7,6,"biological sciences (e.g. biochemistry, biology, biotechnology, botany, ecology, evolution, molecular biology, neuroscience, physiology),other (e.g. social sciences, humanities, business)",anatomy,3,Considerably concentrated and unbiased,"I would say a group of people who are determined to achieve something in their restricted environment. because of this fact, I feel like I would not like to persuade lab jobs. Instead, I am more into working on integrating science wth humans both socially and technically.",3,0,1,6,0,5,2,1,0,6,8,7,6,No,NA,NA,"Middle Eastern / West Asian (examples: Arab, Persian, Egyptian, Iranian, Turkish)",NA,No,At least one of my parents/guardians has completed a university degree,Man,NA,No,NA,Heterosexual/Straight,NA,"English,Not listed. Please specify (optional):",Turkish,Not listed. Please specify (optional):,Turkish,Grade 12,I don't have a disability or ongoing medical condition,NA,NA,NA,NA,NA,6,6,10,1,73.60026666666664,67.5,89.53,94.93907999999999,74.00185714285713,NA,
YorkU,Chemistry,CHEM 1000,7ce1a62ee14ecbd9,4,0,0,4,4,4,NA,NA,NA,NA,NA,NA,NA,3.4,1,0.5477225575051661,3,3,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A community of scientists,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,"Southeast Asian (examples: Filipino, Vietnamese, Cambodian, Thai, Indonesian descent)",NA,Yes,I am not certain,Woman,NA,No,NA,Asexual,NA,"English,French,Punjabi,Urdu",NA,"Punjabi,Urdu",NA,Kindergarten or earlier,"I don't have a disability or ongoing medical condition,Prefer not to answer",NA,NA,NA,NA,NA,NA,NA,NA,NA,67.91449166666665,26.165999999999997,25,49.08058499999999,26.165999999999997,NA,
YorkU,Chemistry,CHEM 1000,7cecb6e3cdbc894d,2.3333333333333335,1,0.5773502691896258,2,3,2,NA,NA,NA,NA,NA,NA,NA,4.6,1,0.5477225575051662,5,5,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chemist, pharmacists, and university professors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,"Middle Eastern / West Asian (examples: Arab, Persian, Egyptian, Iranian, Turkish)",NA,Yes,"My parent(s)/guardian(s) have not completed a university degree, but may hold a high school diploma, college-level certificate/diploma, or an incomplete college or university degree",Woman,NA,No,NA,Heterosexual/Straight,NA,"English,Persian / Farsi",NA,Persian / Farsi,NA,Grade 11,I don't have a disability or ongoing medical condition,NA,NA,NA,NA,NA,10,3,12,7,NA,NA,NA,NA,NA,NA,NA
YorkU,Chemistry,CHEM 1000,827d4a6db745b80f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,2,0.6324555320336759,4,3,3,4,3,5,4,4,4,4,4.115384615384615,2,0.5883484054145521,4,4,4,3,4,5,4,3,3,4,4,5,4,4,4,4,4,4,5,5,5,5,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,"South Asian (examples: East Indian, Pakistani, Bangladeshi, Sri Lankan, Indo-Caribbean descent)",NA,No,At least one of my parents/guardians has completed a university degree,Woman,NA,No,NA,Heterosexual/Straight,NA,English,NA,"Hindi,Punjabi",NA,Kindergarten or earlier,I don't have a disability or ongoing medical condition,NA,NA,NA,NA,NA,16,13,16,13,65.32513333333334,63.084,73.65,84.77404,66.429,NA,
YorkU,Chemistry,CHEM 1000,82acd071b6c1b768,NA,NA,NA,NA,NA,NA,4,0,0,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,1,0.44721359549995787,5,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,computer science,NA,0,NA,I imagine people who are inclined more towards research and experimentation.,3,7,3,2,7,2,6,1,7,2,7,6,1,No,NA,NA,"South Asian (examples: East Indian, Pakistani, Bangladeshi, Sri Lankan, Indo-Caribbean descent)",NA,Yes,"My parent(s)/guardian(s) have not completed a university degree, but may hold a high school diploma, college-level certificate/diploma, or an incomplete college or university degree",Man,NA,No,NA,Heterosexual/Straight,NA,"English,Urdu",NA,Urdu,NA,Kindergarten or earlier,I don't have a disability or ongoing medical condition,NA,NA,NA,NA,NA,NA,20,10,41,76.33346666666668,67.334,95.27,95.81504,74.48642857142858,NA,
YorkU,Chemistry,CHEM 1000,82c3c6d36be9a7f0,NA,NA,NA,NA,NA,NA,4.333333333333333,3,1.5275252316519465,3,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,environmental sciences and/or conservation,NA,1,NA,Someone who is smart and educated and interested in studying science.,3,2,2,6,6,2,6,3,2,7,6,2,7,No,NA,NA,"Black (examples: African, Afro-Caribbean, African-Canadian descent)",NA,I am not certain,At least one of my parents/guardians has completed a university degree,Woman,NA,No,NA,Heterosexual/Straight,NA,English,NA,English,NA,University or equivalent,I don't have a disability or ongoing medical condition,NA,NA,NA,NA,NA,1,10,1,1,69.842425,35.209,43.92,59.541865,36.86714285714286,NA,
YorkU,Chemistry,CHEM 1000,8363dbef0be18d58,4.666666666666667,3,1.5275252316519465,6,5,3,3.6666666666666665,2,1.1547005383792515,3,5,3,-1.0000000000000004,5.6,1,0.5477225575051662,6,6,6,5,5,5,0,0,5,5,5,5,5,-0.5999999999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other (e.g. social sciences, humanities, business)",kinesiology,0,strong minded and competitive people,smart people,3,9,10,9,10,10,9,6,6,7,6,4,4,No,NA,NA,"Southeast Asian (examples: Filipino, Vietnamese, Cambodian, Thai, Indonesian descent)",NA,Yes,"My parent(s)/guardian(s) have not completed a university degree, but may hold a high school diploma, college-level certificate/diploma, or an incomplete college or university degree",Woman,NA,No,NA,Heterosexual/Straight,NA,"English,Filipino / Tagalog,Not listed. Please specify (optional):",Hiligaynon,Not listed. Please specify (optional):,Hiligaynon,Grade 7,I don't have a disability or ongoing medical condition,NA,NA,NA,NA,NA,20,1,20,7,69.17504166666667,26.334,14.86,48.220375,24.36342857142857,NA,
YorkU,Chemistry,CHEM 1000,891224c6b351351e,4.666666666666667,2,1.1547005383792517,4,4,6,NA,NA,NA,NA,NA,NA,NA,5.6,2,0.8944271909999157,4,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Someone who has a passion for chemistry and has the ability to apply their knowledge to real-life situations and experiments. 

Someone who tends to be experimental with the things to do and isn't afraid to put something to the test.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,"South Asian (examples: East Indian, Pakistani, Bangladeshi, Sri Lankan, Indo-Caribbean descent)",NA,No,At least one of my parents/guardians has completed a university degree,Woman,NA,No,NA,Heterosexual/Straight,NA,"English,Hindi,Punjabi",NA,English,NA,Kindergarten or earlier,I don't have a disability or ongoing medical condition,NA,NA,NA,NA,NA,1,11,6,8,68.44945833333334,61.75,76.69,85.121105,66.007,NA,
YorkU,Chemistry,CHEM 1000,8998d518a800029f,4,2,1,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.666666666666664,NA,NA,2.8,NA,NA,
